review,aspects,opinions,aspect_categories,length
外观很漂亮给家人买的很喜欢拍照很清晰系统流畅玩游戏很过瘾全面屏效果非常震撼观看电影效果也很好麒麟810处理器超快很顺畅关键是价格公道值得购买,"外观,很漂亮,家人,系统,玩游戏,过瘾,全面,屏,效果,电影,效果,麒麟,处理器,关键,价格公道","清晰,流畅,顺畅","外观,性能,价格,系统",70
性价比高华为810处理器这价位没对手流畅网络快画面大游戏没延迟拍照吧这价位也别要求过高相对来说千元机是一流水准买来工作玩游戏很放便4000容量电池10w快充 很快够用了 659寸很爽后备机64G 要是主力机推荐 8加128g吧,"性价比,华为,处理器,价位,网络,画面,游戏,价位,机是,一流,水准,玩游戏,容量,电池,后备,机,主力,机","流畅,很爽","价格,续航,性能",113
首先感谢客服热情的服务手机基本上来说十分满意电池很耐用续航时间很给力这点十分满意屏幕大而且清晰度很给力啊照相方面真不愧是4千万级别的摄像头很出色前申缩摄像头同样很出色另外810处理器也十分强大玩游戏也不卡发热不算很高完全是可以接受的侧面指纹十分方便,"客服,热情,手机,基本上,电池,续航,时间,力,屏幕,清晰度,力,方面,级别,摄像头,摄像头,处理器,玩游戏,卡,指纹","耐用,强大,完全,方便","性能,服务,续航,屏幕,拍照",124
京东上买东西就是好发货快第二天就收到了手机屏幕大全屏的看电视很舒服够清晰拍照功能强大像素高升降前置摄像头很好侧边指纹比屏幕上解锁好有个性,"京东,东西,发货,手机,屏幕,全屏,像素,前置,摄像头,指纹,屏幕,个性","舒服,清晰","服务,拍照,屏幕",68
屏幕够大也很清晰指纹解锁速度快也很准确系统也很很流畅颜色选择黑色比较低调耐看照相效果比苹果6splus的好,"屏幕,指纹,速度,系统,颜色,黑色,效果,苹果","清晰,准确,流畅,耐看","性能,外观,屏幕,系统",53
外形外观外观设计非常漂亮美感很酷很炫,"外形,外观,外观设计,美感","漂亮,很酷",外观,18
其他特色伸缩相机特别棒很炫酷,特色,炫酷,其他,14
拍照效果拍照效果很好很清晰像素很高,"效果,效果,像素",清晰,拍照,17
运行速度运行速度很完美流畅反应灵敏,"速度,速度,灵敏","完美,流畅",性能,17
屏幕音效音效很好清晰舒适,"屏幕,音效,音效","清晰,舒适",屏幕,12
待机时间待机时间超长电池更给力,"待机时间,待机时间,电池,力",,续航,15
新手机到手了侧面指纹非常好用用着很流畅也很漂亮拍照很清晰内存够大电池耐用屏幕够大运行速度够快这是家里第4个荣耀了荣耀加油华为加油中国加油,"指纹,很漂亮,内存,电池,屏幕,速度,荣耀,荣耀,华为,中国","流畅,清晰,耐用,够快","外观,续航,屏幕,性能",68
京东的物流没得说的超快比预计提前一天到货了这款手机外观设计很漂亮CPU运行快升降式的摄像头设计不错拍照效果好很清晰电话听音乐或者是打电话声音都很好没有杂音整机设计更加人性化侧面的指纹解锁更加方便操作电池也耐用不管是学习还是打游戏都不卡实用这款手机这是买的第三次了整家人都用的华为荣耀大爱,"京东,物流,手机,外观设计,很漂亮,升降式,摄像头,效果,电话,音乐,声音,杂音,人性化,指纹,电池,卡,手机,家人,都用,华为,荣耀","不错,清晰,方便,耐用","服务,拍照,外观,续航",143
外形外观外观美丽漂亮大方,"外形,外观,外观,美丽,大方",漂亮,外观,12
屏幕音效声音清晰音效大小合适,"屏幕,音效,声音,音效","清晰,合适",屏幕,14
拍照效果拍照操作方便相片清晰拍出来的相片像素特别高很好很清晰细腻,"效果,相片,相片,像素","方便,清晰,清晰,细腻",拍照,32
待机时间待机时间很好玩游戏时电池不会发烫设计很好,"待机时间,待机时间,游戏,时,电池",,续航,24
其他特色拿到手上手感十足特别有分量感外形美丽大方,"特色,手感,分量,外形,美丽大方",,外观,24
款式好看运行速度很快手感好待机时间长拍照清晰特别那个升降摄像头感觉特别棒不管是通话还是听音乐音质清晰音量大屏幕够大看着特别舒服拍照效果很好功能齐全手感舒适打王者荣耀一点不卡屏幕亮度很好尤其侧面指纹解锁很实用大爱hellip,"款式,速度,手感,待机时间,摄像头,感觉,通话,音乐,音质,音量,大屏幕,效果,手感,王者,荣耀,不卡,屏幕,亮度,指纹","清晰,清晰,舒服,舒适","性能,拍照,续航,屏幕",111
买的第五个了速度绝对快7的CPU顶级制造工艺DDR4的内存CFS的闪存手机绝对惊艳背面两侧弧形手感舒适赠送的外套有厚度不像别的厂家很薄能对手机起到很好的保护作用侧面指纹键比在背面好容易接触按键灵敏触感反馈很好手机屏幕超大659英寸声音很大铃声有特色不是原来哪个默认铃声了WE ARE THE BRAVE耳目一新吧有独唱有合唱点赞一个,"速度,顶级,工艺,内存,手机,弧形,手感,外套,厚度,厂家,手机,指纹,键,按键,灵敏,触感,手机,屏幕,英寸,声音,铃声,特色,铃声","惊艳,舒适,很好,很大","性能,屏幕",166
拍照效果很清楚好看,效果,清楚,其他,9
屏幕音效音质很好清楚,"屏幕,音效,音质",清楚,屏幕,10
其他特色外观好看,"特色,外观",,外观,8
待机时间不玩好几天待机,"待机时间,待机",,续航,11
时间长,时间,,其他,3
外形外观好看是我喜欢的蓝色,"外形,外观,蓝色",,外观,13
运行速度6G运行内存不卡速度快,"速度,内存,不卡,速度",,性能,15
203,,,其他,3
早上下单下午就到了手感很好跟我的mate20pro比屏幕都大一些不过拿在手上也比较重,"下单,手感,屏幕",,屏幕,42
感觉做工也不错啊特别喜欢开机键和指纹合一的设计,"感觉,开机,键,指纹",不错,其他,23
手机买来是给老爸用的所以无所谓nfc功能老人家出门坐公交都是刷的老人卡而且他也不会玩自拍前置摄像头基本用不上这个伸缩设计真的很适合老人家只要系统运行流畅听听小说偶尔拍拍照啥的没什么太大要求设置了简易模式字体比较大适合老人用然后我很喜欢这个时间显示的模式哈哈觉得很好看,"手机,老爸,功能,老人家,公交,老人,卡,前置,摄像头,基本,老人家,系统,小说,模式,字体,老人,时间,模式","流畅,简易","拍照,系统",133
买之前去了实体店看货实体店只有6128的店里的小哥对这款手机真的是360度旋转夸helliphellip哈哈哈哈哈,"实体店,实体店,店里,小哥,手机",,其他,57
讲真这个配置在这个价位真的是非常不错的支持荣耀,"价位,荣耀",不错,其他,23
性价比很高买给爸爸的搭载麒麟810旗舰级芯片4000mAh超强续航电池真的很耐用用了很久才消耗了一点电4800万超清夜拍放大也跟清晰相对于给爸爸使用足够了前置升降摄像头659英寸升降全面屏很惊喜总体不错,"性价比,爸爸,麒麟,芯片,续航,电池,消耗,电,爸爸,前置,摄像头,英寸,全面,总体","耐用,清晰,惊喜,不错","价格,拍照,续航,性能",101
拿在手里有点厚重感毕竟是206克魅焰红的颜色很适合女性朋友机身内存6GB64GB的开机默认开启了很多增强服务系统导航也提前演示给你看了上手很容易运行很流畅预装了不少的软件升级花费了一些时间华为的手机越来越好了支持国货好评,"有点,厚重感,魅焰,颜色,女性朋友,机身,内存,开机,系统,软件,花费,时间,华为,手机,国货","容易,流畅","外观,系统",110
外形外观全面屏设计升降前置摄像头加上后面折射出不同颜色后盖确实非常漂亮,"外形,外观,全面,屏,前置,摄像头,折射出,颜色","不同,确实,漂亮","外观,拍照",35
屏幕音效屏幕颜色饱满无颗粒感加上6寸多的屏幕非常满意声音大而且外放音乐也挺不错,"屏幕,音效,屏幕,颜色,颗粒感,屏幕,声音,音乐",,"外观,屏幕",39
拍照效果拍照效果挺不错比我荣耀9还好些,"效果,效果,荣耀",,其他,19
其他特色侧面指纹解锁相当灵敏,"特色,指纹,灵敏",,其他,14
荣耀9X高颜值性能不错续航可以玩一小时多点下十格电很有份量拿着很有手感 LCD屏显示效果很好侧面指纹值得表扬几乎都是秒开声音好听介绍的黑科技暂时还没体验还有送的耳机也挺好的京东物流也挺快,"荣耀,颜值,性能,续航,小时,十格,电,份量,手感,屏,效果,指纹,声音,黑,科技,体验,耳机,京东,物流","不错,挺好","外观,续航,服务,性能",93
支持华为给老爸换手机的他很喜欢拍照很清楚离三十米拍照效果都很好电池续航能力强满意的一次网管购好评五分,"华为,老爸,手机,效果,电池,续航,能力,网管",清楚,续航,50
1191286,,,其他,7
买给老妈用的屏幕够大系统开机更新后反应速度不错侧面指纹同时也是电源键系统自带的手机克隆很好用半小时就把老手机里内容全部同步过来了后置相机还行吧没试夜景模式PS手机送一个硅胶套膜也是出厂就贴好了很贴心倒完老手机数据换上卡就直接能用体验很好,"老妈,屏幕,系统,开机,反应速度,指纹,电源,键,系统,自带,手机,克隆,老,手机,内容,全部,后置,夜景,模式,手机,膜,出厂,手机,数据,卡,体验","不错,完老,直接","性能,屏幕,系统",118
外形外观好好看,"外形,外观",好好看,外观,7
屏幕音效屏幕音效目前看着不错,"屏幕,音效,屏幕,音效",不错,屏幕,14
拍照效果拍照千元机里面真的很满意了拍照清晰,"效果,机",清晰,其他,21
运行速度目前新机很流畅家里买的荣耀2020i和这次的9x前面两台都很不错很满意,"速度,新机,荣耀","流畅,不错",性能,39
待机时间4000毫安的电池家里老人用很够用了,"待机时间,电池,老人",,续航,22
其他特色买华为的手机图的是可靠放心信号好电池给力其他的功能同价位手机真的不用选就他了,"特色,华为,手机,图,信号,电池,力,功能,同价位,手机",,续航,42
外形外观659大屏幕打游戏很爽男生拿刚好女生的话稍显大,"外形,外观,大屏幕,男生,女生","很爽,显大","外观,屏幕",27
屏幕音效屏幕音效这价位 LCD屏幕还是比较靠谱低端OLED屏闪是个问题,"屏幕,音效,屏幕,音效,价位,屏幕,低端,问题",,屏幕,35
拍照效果升降式前置摄像头很帅很有仪式感自拍美颜效果都不错,"效果,升降式,前置,摄像头,仪式,美颜,效果",不错,拍照,28
运行速度运行速度流畅很快没的说,"速度,速度",流畅,性能,15
待机时间4000毫安大电池待机很长一天一冲很给力,"待机时间,电池,待机,力",,续航,24
其他特色侧边电源指纹识别真的快也很方便个人感觉比屏幕指纹好些,"特色,电源,指纹识别,个人感觉,屏幕,指纹",方便,屏幕,30
给姥姥买的手机感觉不错主要看上了电池容量大tpyec接口老人用充电也方便麒麟810的cpu看数据比730反应快些老人用很合适,"姥姥,手机,感觉,电池容量,老人,麒麟,数据,老人","不错,方便,合适",续航,62
荣耀9X搭载麒麟810八核处理器采用两颗A76大核主频高达227GHz六颗A55小核主频188GHz内置Mali G52定制版图形处理器AI方面首次集成了达芬奇架构NPUAI运算能力安卓阵营跑分第一远超高通骁龙855再加上麒麟Gaming技术从而保障了游戏的流畅运行总之就是很好上手4800万的像素拍照当然不在话下快递很快就到了快递小哥服务态度很好现在就试试吧,"荣耀,麒麟,核,处理器,核,高达,核,内置,版图,形,处理器,方面,达芬奇,架构,能力,安卓,阵营,高通,麒麟,技术,游戏,像素,小哥,服务态度",流畅,"性能,拍照,服务",180
信赖华为手机才买的荣耀手机现在好几年没用安桌机了感觉真不错买的是低配464G安装了好多常用软件一点都不卡运行速度一点不像一千元价位的手机非常赞当时看评论很多说电池不耐用但我用了二个小时才用了20的电量大屏屏幕占比一般比较长如果宽点看电影更好的视觉红色的感觉很骚男女都能用,"信赖,华为,手机,荣耀,手机,桌机,感觉,卡,速度,价位,手机,评论,电池,小时,电量,大屏,屏幕,电影,视觉,红色,感觉,男女","耐用,一般","性能,续航,屏幕",135
荣耀9X PRO的真机第一眼观感最为震撼的莫不过于其极致全面的屏幕设计其机身正面搭载了一块659英寸全面屏屏占比达到92之高正面全是屏幕的即时感视觉观感极为震撼屏幕分辨率为23401080色彩呈现较为丰富且细腻日常的视觉感受极为舒适值得拥有,"荣耀,真机,观感,全面,屏幕,机身,英寸,全面,屏屏,屏幕,视觉,观感,屏幕,分辨率,色彩,视觉","正面,正面,丰富,细腻,舒适",屏幕,120
昨天晚上买的今天到手了明天七夕节给老婆的礼物都瞒着她买的给她惊喜surprise感觉非常可以nice大小刚合适拿在手里非常舒服我买的黑色的耐看黑白色永恒的经典之前犹豫蓝和黑之间现在到手感觉黑色完美些,"老婆,礼物,感觉,黑色,白色,经典,黑,感觉,黑色","惊喜,合适,舒服,耐看,犹豫,完美",其他,99
机子反映真的很快屏幕合格照像合格系统还有改进的空间充电无所谓快慢都是睡觉充电白天拍照感觉所有的手机都差不多惟有夜拍9x确实挺牛送货很快无异味质量看着不错 服务周到一如既往地支持京东,"机子,屏幕,合格,合格,系统,空间,感觉,手机,牛,异味,质量,京东","确实,不错","屏幕,系统",90
手机不错性能够用外观好看大屏全面屏看视频够震撼外观拿着也不算大玩游戏什么的也不经常玩但是处理器绝对够用平时使用一点也不卡拍照也可以4800万很清晰充电也没有想象的慢放那一会也充满了指纹识别够灵敏比屏幕的好用多了总之很超值,"手机,性,外观,大屏,全面,视频,外观,玩游戏,处理器,卡,想象,指纹识别,灵敏,屏幕","不错,清晰,充满","外观,屏幕,性能",110
这款手机不错的屏幕大有颜值有实力价格也不贵个人非常喜欢自己买来当备用机用的平时就看看电影聊聊天偶尔玩玩手游运行内存足够重点要夸一下麒麟处理器这款麒麟810可以说吊打高通710这个价位华为可以说无敌,"手机,屏幕,颜值,实力,价格,个人,备用机,电影,玩玩,手游,内存,重点,麒麟,处理器,麒麟,高通,价位,华为","不错,不贵","外观,屏幕,性能,价格",98
外形外观时尚精致,"外形,外观,时尚",精致,外观,8
屏幕音效显示通透细腻,"屏幕,音效",细腻,屏幕,10
拍照效果挺好的做夜拍也很好,"效果,做夜",,其他,13
运行速度流畅 玩一些游戏毫无压力,"速度,游戏,压力",流畅,性能,16
待机时间拿回50电玩了四个多小时才没有电,"待机时间,电玩,小时,电",,续航,20
其他特色做为千元机中端的810没有刘海或者是打孔屏已经是很完美很强大的存在了一个整体的屏幕非常有冲击力显示效果也很不错,"特色,刘海,屏,整体,屏幕,冲击力,效果","完美,强大,不错",屏幕,59
从去年开始我抛弃苹果入手华为荣耀结果从那一开始我便喜欢上了华为的操作系统包括信号稳定等等helliphellip如今我已见证了华为荣耀两代的机型而且现在9x上面让我更好的体验黑科技升降摄像头全面屏等等这些在苹果都没有的黑科技然后我尝试拍了一下二哈还有夜景9X像素令我很满意他的强大性令我很吃惊然后京东物流特别快之后京东客户那边还有电话跟进与全方位的服务流程让我倍感贴心永远爱你ldquo京东rdquo,"苹果,华为,荣耀,结果,华为,信号,华为,荣耀,机型,体验,科技,摄像头,全面,屏,苹果,黑,科技,夜景,像素,性令,京东,物流,京东,客户,电话,流程,倍感,京东","稳定,强大,吃惊","服务,拍照",200
外形外观择了冰岛白金属外框高端大气侧边指纹方便快捷,"外形,外观,冰岛,金属,外框,高端,大气,指纹",,外观,25
屏幕音效全面屏幕高屏占比画质清晰视觉效果震撼,"屏幕,音效,全面,屏幕,画质,视觉效果",清晰,屏幕,22
拍照效果拍照画质细腻清晰升降摄像头新颖美观自带美颜自拍神器,"效果,画质,摄像头,自带,美颜,神器","细腻,清晰,新颖",拍照,29
待机时间大容量电池待机时间超长上班一族每天扣手机可以扣两天,"待机时间,大容量,电池,待机时间,手机",,续航,29
运行速度大运行内存看电影玩游戏流畅无忧,"速度,内存,电影,玩游戏",流畅,性能,19
外形外观外观时尚非常漂亮非常的大气,"外形,外观,外观,时尚,大气",漂亮,外观,17
屏幕音效屏幕显示通透色彩艳丽真正的全面屏前摄像头升降的设置非常好使得屏幕一体不仅耐用还增加了屏占比音质动听通话清晰,"屏幕,音效,屏幕显示,全面,摄像头,屏幕,一体,音质,通话","耐用,清晰","拍照,屏幕",57
拍照效果4800万像素夜拍非常清晰以及独有的拍摄算法使得拍照清晰自然,"效果,像素,算法","清晰,清晰",拍照,34
运行速度运行速度非常快国产自研CPU以及华为加持的方舟编译器使得运行速度特别快打游戏团战也丝毫不卡顿,"速度,速度,国产,华为,方舟,编译器,速度,团战",,性能,50
待机时间待机时间长4000毫安大电池以及CPUui优化使得9x待机时间特别长,"待机时间,待机时间,长,电池,待机时间",,续航,38
其他特色升级摄像头设计的非常好既美观又节省空间使得屏幕的整体性ui设计的非常人性化跑分高耐用久 即使多用几年依然不卡顿摄像头夜景拍摄不错,"特色,摄像头,节省,空间,屏幕,人性化,摄像头,夜景","耐用,不错","拍照,屏幕",68
非常不错性价比很高全屏幕显得手机视野特别开阔运存速度也很快照相很清晰还自带美颜滤镜实在是太喜欢了玩游戏和看电视特别棒这尺寸很合适不过了,"性价比,全屏幕,手机,视野,运存,速度,自带,美颜,玩游戏,尺寸","不错,清晰,合适","价格,屏幕,性能",67
荣耀9X真的是很不错的一款机器这个价格简直是,"荣耀,机器,价格",不错,价格,22
处理器是麒麟8107纳米工艺CPU单核多核还有GPU都秒杀同价位的660710之类,"处理器,麒麟,工艺,单核,核,秒杀,同价位",,性能,41
屏幕1080p LCD屏幕终于找到一个低亮度不屏闪的机子了而且这个大屏幕用着真是爽,"屏幕,屏幕,亮度,机子,大屏幕,爽",,屏幕,41
续航方面由于电池是4000毫安加上7纳米处理器白天用一天下班回家还有40左右的电很不错了,"续航,方面,电池,处理器,回家,电",不错,"续航,性能",44
系统很人性化从简洁的一加过渡过来不要太爽看来下次还是要买华为小米之类的,"系统,人性化,太爽,华为,小米",简洁,系统,35
外观方面是真的爽全面屏下吧很小很难相信这是千元机的做工后盖玻璃摸着也很舒服白色是最好看的,"外观,方面,爽,全面,屏下,玻璃,白色","很小,舒服",外观,44
原来的手机坏了准备换个千元机用一年了换5G这个真是惊艳到我了好评不解释,"手机,机用",惊艳,其他,35
今天刚送到拆开后上手略沉男士用的话挺沉稳的买来给老人用的老人很喜欢屏幕很大主要用来看看新闻啊视频啊聊聊啊拍拍照片啊什么的不玩游戏感觉这个手机完全能满足需求128g内存完全够用性价比很高,"手略,男士,老人,老人,屏幕,新闻,视频,照片,玩游戏,感觉,手机,内存,性价比","沉稳,很大,完全,完全","价格,拍照,屏幕",92
第一次用榮耀的手機 感覺還不錯 速度比的上xr 相機拍照很清晰 前置鏡頭自動上升 這個設計很滿意 屏幕比較大 手比較小的我拿的不是太穩 鎖屏鍵在手機的右側 大拇指開鎖超方便 顏色比想像中要好看 背部的x沒有圖片顯示這麼明顯 類似於若隱若現 目前使用一小時 非常滿意 而且還是男朋友送的 更滿意 哈哈哈,"榮耀,手機,感覺,速度,前置,鏡頭,屏幕,手,屏鍵,大拇指,顏色,圖片,於若隱,男朋友","不錯,清晰,較大,方便,要好看,明顯","性能,屏幕",150
外形外观买了两台可以很直观的看到两种不同的颜色都很好看后壳在阳光的折射下会闪买回来到现在一直没有用壳就是因为觉得所有的壳都没自带的好看,"外形,外观,直观,颜色,后壳,阳光,壳,壳,自带",不同,外观,67
屏幕音效屏幕是真心大我是一贯大屏了还好看电影打游戏很爽我一般会用小手指抵在下壳边缘使用,"屏幕,音效,屏幕,大屏,电影,壳,边缘","很爽,一般",屏幕,43
运行速度运行速度很流畅打游戏没问题app切换也不会卡顿,"速度,速度,问题",流畅,性能,27
待机时间一天充一次电够用了 毕竟我上班的时候插着耳机听歌一直在使用耗电量比较大,"待机时间,电,时候,耳机,耗电量",,续航,39
拍照效果升降摄像头很是惊艳自拍的时候摄像头弹起来朋友说你这摄像头还是升降的呢我说是啊这手机才1399还带这个功能用起来也不卡神奇吧国货当自强呀哈哈哈哈,"效果,摄像头,时候,摄像头,朋友,摄像头,手机,功能,卡,国货","惊艳,神奇",拍照,75
给家里的老人买的收到之后被惊艳到了外形美观大方得体黑色的手机也很时尚屏幕分辨率不错大屏手机老人拿着看电影跟我们视频也很开心拍照效果不错个人感觉比我现在拿的6好充满电之后可以用一整天也是很不错的,"老人,外形,美观大方,黑色,手机,时尚,屏幕,分辨率,大屏,手机,老人,电影,视频,效果,个人感觉,电","惊艳,得体,不错,不错,充满,不错","外观,屏幕",96
手机下单的第二天就收到了京东物流就是快啊手机颜值很高很漂亮运行速度很快前置升降摄像头很好用待机时间很长特别惊喜质量刚刚的支持,"手机,下单,京东,物流,手机,颜值,很漂亮,速度,前置,摄像头,待机时间,质量",惊喜,"性能,服务,外观,续航,拍照",62
妹妹买的这一台华为荣耀手机使用起来速度非常的快外观清爽大气超长待机屏幕屏幕显示颜色很正音效听起来非常的悦耳拍照效果非常的清晰运行速度非常的快特别信赖京东的手机全家的手机都在这上面买的服务态度好满意,"妹妹,华为,荣耀,手机,速度,外观,大气,待机,屏幕,屏幕显示,颜色,音效,效果,速度,信赖,京东,手机,全家,手机,服务态度","清爽,悦耳,清晰","性能,外观,续航,服务,屏幕",98
外形外观外观很大气屏幕很大拿在手中稍微有些大,"外形,外观,外观,气,屏幕","很大,很大","外观,屏幕",22
屏幕音效全面屏看起来很爽显示的字和动画也很清晰音量也很大听起来没有破音漏接电话的概率也很低,"屏幕,音效,全面,屏,字,动画,音量,破音,概率","很爽,清晰,很大",屏幕,45
拍照效果拍照很清晰尤其是夜景不错前置摄像头不常用还没试,"效果,夜景,前置,摄像头","清晰,不错",拍照,27
运行速度非常快秒骁龙710处理器的手机好几条街一点卡顿也没有希望一直如此,"速度,处理器,手机,街",,性能,36
待机时间很给力老人用基本两天充一回就是充电速度慢一些不过可以接受,"待机时间,力,老人,基本,速度慢",,"续航,性能",32
手机早已收到特意试用了两天感觉屏幕没有网上说的那么差完全可以接受本人对照相要求不高所以相机无所谓主要是性能非常好速度也非常快总之是一次满意的购物,"手机,感觉,屏幕,性能,速度,购物",完全,"性能,屏幕",72
太惊艳了绝对是千元神机质感特别好指纹解锁非常棒一触即开打开各种运用非常快王者吃鸡穿越火线很流畅网页上播放视频也是瞬间播放真的是太好了,"神机,质感,指纹,王者,鸡,火线,网页,视频","惊艳,流畅",其他,66
待机时间刚到手暂时不知,待机时间,,续航,11
外形外观简约时尚,"外形,外观,时尚",,外观,8
屏幕音效屏幕挺大的屏占比高音效方面接打电话免提申通声音有点小但是在于千元机当中已经是很不错的了,"屏幕,音效,屏幕,音效,方面,声音,有点,机","挺大,不错",屏幕,47
拍照效果 手机已经使用了一段时间手机的拍照效果可以说是非常的好作为千元机当中的拍照手机也算是非常完美了,"效果,手机,手机,效果,机,手机",完美,其他,51
运行速度运行速度方面本手机搭载了麒麟810处理器手机使用了一段时间手机的运行速度还算不错,"速度,速度,方面,手机,麒麟,处理器,手机,手机,速度",不错,性能,44
待机时间目前手机才买了一段时间手机的续航能力非常的不错等待着使用时间更长看以后的使用效果回来再追评的,"待机时间,手机,手机,续航,能力,时间,效果",不错,续航,50
其他特色本款手机作为千元机所搭载的处理器和摄像头还有手机的拍照电池的能好还有手机的外观设计都非常的好此款手机可以说是嗯荣耀作为消费者考虑的一个千元机当中一个完美的产品希望荣耀能够越做越好华为能够越做越强,"特色,本款,手机,机所,处理器,摄像头,手机,电池,手机,外观设计,手机,荣耀,消费者,机,产品,荣耀,华为",完美,"性能,外观,拍照,续航",101
外形外观很大气时尚,"外形,外观,气,时尚",很大,外观,9
屏幕音效屏幕足够大色彩好高清音质好,"屏幕,音效,屏幕,色彩,高清,音质",,屏幕,17
拍照效果拍照清晰效果好,"效果,效果",清晰,其他,11
运行速度很快玩游戏也不卡,"速度,玩游戏,卡",,性能,12
待机时间以玩一天都不用充电,"待机时间,玩",,续航,13
其他特色还送了保护膜和手机壳和耳机刚好合适京东自营正品行货买着放心以后买东西都买京东自营的京东快递速度快,"特色,保护膜,手机,壳,耳机,京东,正品,行货,东西,京东,京东,速度",合适,性能,52
外形外观机身颜值担当前置摄像机隐藏到了机子里变成了升降式659英寸全屏非常实用背板是会呈现幻彩色不是单纯白色非常耐看,"外形,外观,机身,颜值,前置,摄像机,机子,升降式,英寸,全屏,背板,幻,彩色,白色","单纯,耐看","外观,拍照",58
拍照效果这个价位来说清晰足够了但是画面偏白,"效果,价位,画面",清晰,其他,21
运行速度速度非常流畅,"速度,速度",流畅,性能,10
待机时间4000毫安的大容量待机应该可以维持几天,"待机时间,大容量,待机",,续航,24
其他特色采用TypeC接头搭配5V的充电头支持双卡双待和拓展内存卡,"特色,头,双卡双,内存卡",,其他,33
总体来说买来当备用机完全够用了我是用来玩安卓游戏和插工作手机卡,"总体,备用机,安卓,游戏,手机卡",完全,其他,31
外形外观外观很大气整体设计不错,"外形,外观,外观,气,整体","很大,不错",外观,15
屏幕音效声音很清脆清晰度也可以,"屏幕,音效,声音,清晰度",清脆,"拍照,屏幕",15
拍照效果拍照很清晰前置摄像头设计的很时尚,"效果,前置,摄像头,时尚",清晰,拍照,20
运行速度运行速度也流畅反应快速,"速度,速度",流畅,性能,15
待机时间待机时间长只是待机的话能用好几天,"待机时间,待机时间,待机",,续航,20
其他特色整体上很不错性价比也高,"特色,整体,性价比",不错,价格,15
外形外观超级帅蓝色自己会动帅的没办法,"外形,外观,帅,蓝色,会动帅,办法",,外观,18
待机时间电池贼够用买来就打了好久游戏打了一晚上充电也快好棒,"待机时间,电池,贼,游戏",,续航,29
屏幕音效音质没得说了拍的时候就在听歌声音大不失真,"屏幕,音效,音质,时候,声音",,屏幕,24
其他特色手机好大啊屏幕看电视贼舒服买来就是图屏幕,"特色,手机,屏幕,贼,图,屏幕",舒服,屏幕,24
运行速度快的一比同事听歌打游戏不成问题,"速度,同事",,性能,19
拍照效果拍的雪景很棒晚上出去拍夜景也很牛,"效果,雪景,夜景,牛",很棒,其他,20
外形外观给弟弟买的 他非常喜欢 外观特别好看 适合年轻人特别是蓝色还带保护套,"外形,外观,弟弟,外观,年轻人,蓝色,保护套",,外观,38
屏幕音效当初就是相中了大屏幕显示真的很细腻自带贴膜省事儿 省钱手残党福音,"屏幕,音效,屏幕显示,自带,贴膜,省,事儿,省钱,手,残党,福音",细腻,屏幕,36
拍照效果像素还可以 升降摄像头透漏科技感很惊艳第一次体验爱了,"效果,像素,摄像头,科技,体验",惊艳,拍照,30
运行速度664运行非常快 玩游戏 多任务切换一点都不卡 相信可以用两年没问题,"速度,玩游戏,多任务,卡,问题",,性能,38
待机时间电池4000早晨6点玩到6点剩百分之30没想到 太耐用了喜欢,"待机时间,电池",耐用,续航,34
其他特色支持华为 国产机,"特色,华为,国产机",,其他,12
给老爸买的之前的手机坏掉了这个手机特别好拍照像素也很好不愧是65寸的屏幕非常舒服侧面指纹也很好用唯一缺憾就是没有人脸结束了,"老爸,手机,手机,像素,屏幕,指纹,缺憾,人脸","不愧,舒服","拍照,屏幕",61
今天收到手机就迫不及待玩起来总体评价外观漂亮手机运行速度很快屏幕非常清昕特别是照相很远的地方照片字体放大后很清楚手机电量可以随便玩一天电池不发热特有意思的是有需要认证照相时镜头会自己升起来特有意思玩游戏顺畅声音通话清楚全5星好评,"手机,总体,评价,外观,手机,速度,屏幕,清昕,地方,照片,字体,手机,电量,电池,意思,时,镜头,意思,玩游戏,声音,通话,全,星","漂亮,很远,清楚,顺畅,清楚","性能,外观,续航,屏幕,拍照",114
性价比高华为810处理器这价位没对手流畅网络快画面大游戏没延迟拍照吧这价位也别要求过高相对来说千元机是一流水准买来工作玩游戏很放便4000容量电池10w快充也很快够用了双十一买了台荣耀20感觉玩游戏还是9x好点659寸很爽后备机64G要是主力机推荐买8加128g吧,"性价比,华为,处理器,价位,网络,画面,游戏,价位,机是,一流,水准,玩游戏,容量,电池,荣耀,感觉,玩游戏,后备,机,主力,机","流畅,很爽","价格,续航,性能",132
荣耀9X千元机霸性价比很高值得购买品质保证荣耀大牌值得信赖手机最重要的是处理器麒麟810处理器秒杀骁龙7开头的旗舰手机才有的处理器比麒麟970还要厉害一些7制作工艺走在前沿全面屏幕沉浸视觉盛宴高清屏幕体验感舒服升降式摄像头高端大气4000毫安大电池待机时间长玻璃后盖尽享美学一部良心手机不要错过,"荣耀,机霸,性价比,品质,荣耀,大牌,信赖,手机,处理器,麒麟,处理器,秒杀,旗舰,手机,处理器,麒麟,工艺,全面,屏幕,视觉,盛宴,高清,屏幕,体验,升降式,摄像头,高端,大气,电池,待机时间,玻璃,美学,手机","重要,厉害,舒服,良心","性能,价格,续航,屏幕,拍照",147
